Serial number of record	ID	Instrument	Prize	Px_fill	Side	Status
3955	0x47c	AUDUSD 	0.76	0.851	Buy	Fill
3956	0x47c	AUDUSD 	0.76	0.851	Buy	Done
3957	0x5bf	USDJPY 	105.02	104.560	Buy	New
3958	0x5bf	USDJPY 	105.02	104.560	Buy	In_process
3959	0x5bf	USDJPY 	105.02	104.560	Buy	Fill
3960	0x5bf	USDJPY 	105.02	104.560	Buy	Done
3961	0x14d6	EURPLN 	4.5	4.485	 Sell	New
3962	0x14d6	EURPLN 	4.5	4.485	 Sell	In_process
3963	0x14d6	EURPLN 	4.5	4.485	 Sell	 PartialFill
3964	0x14d6	EURPLN 	4.5	4.485	 Sell	Done
3965	0x6b0	EURCHF 	1.08	1.143	 Sell	New
3966	0x6b0	EURCHF 	1.08	1.143	 Sell	In_process
3967	0x6b0	EURCHF 	1.08	1.143	 Sell	 PartialFill
3968	0x6b0	EURCHF 	1.08	1.143	 Sell	Done
3969	0x1f9	AUDUSD 	0.76	0.845	Buy	New
3970	0x1f9	AUDUSD 	0.76	0.845	Buy	In_process
3971	0x1f9	AUDUSD 	0.76	0.845	Buy	Fill
3972	0x1f9	AUDUSD 	0.76	0.845	Buy	Done
3973	0x8a	GBPUSD 	1.37	1.338	Buy	New
3974	0x8a	GBPUSD 	1.37	1.338	Buy	In_process
3975	0x8a	GBPUSD 	1.37	1.338	Buy	Fill
3976	0x8a	GBPUSD 	1.37	1.338	Buy	Done
3977	0xeb1	EURUSD 	1.2	1.200	 Sell	New
3978	0xeb1	EURUSD 	1.2	1.200	 Sell	In_process
3979	0xeb1	EURUSD 	1.2	1.200	 Sell	Fill
3980	0xeb1	EURUSD 	1.2	1.200	 Sell	Done
3981	0x13d2	USDCAD 	0.78	0.780	Buy	New
3982	0x13d2	USDCAD 	0.78	0.780	Buy	In_process
3983	0x13d2	USDCAD 	0.78	0.780	Buy	 PartialFill
3984	0x13d2	USDCAD 	0.78	0.780	Buy	Done
3985	0x11af	USDCAD 	0.78	0.876	Buy	New
3986	0x11af	USDCAD 	0.78	0.876	Buy	In_process
3987	0x11af	USDCAD 	0.78	0.876	Buy	Fill
3988	0x11af	USDCAD 	0.78	0.876	Buy	Done
3989	0x4c4	EURPLN 	4.5	4.482	 Sell	New
3990	0x4c4	EURPLN 	4.5	4.482	 Sell	In_process
3991	0x4c4	EURPLN 	4.5	4.482	 Sell	 PartialFill
3992	0x4c4	EURPLN 	4.5	4.482	 Sell	Done
3993	0xbd4	USDJPY 	105.02	105.540	 Sell	New
3994	0xbd4	USDJPY 	105.02	105.540	 Sell	In_process
3995	0xbd4	USDJPY 	105.02	105.540	 Sell	 PartialFill
3996	0xbd4	USDJPY 	105.02	105.540	 Sell	Done
3997	0x114	GBRJPY 	143.61	144.380	Buy	New
3998	0x114	GBRJPY 	143.61	144.380	Buy	In_process
3999	0x114	GBRJPY 	143.61	144.380	Buy	 PartialFill
4000	0x114	GBRJPY 	143.61	144.380	Buy	Done
4001	0xa4	USDCAD 	0.78	0.878	Buy	New
4002	0xa4	USDCAD 	0.78	0.878	Buy	In_process
4003	0xa4	USDCAD 	0.78	0.878	Buy	 Cansel
4004	0xa4	USDCAD 	0.78	0.878	Buy	Done
4005	0x1ba	USDCAD 	0.78	0.872	Buy	New
4006	0x1ba	USDCAD 	0.78	0.872	Buy	In_process
4007	0x1ba	USDCAD 	0.78	0.872	Buy	 PartialFill
4008	0x1ba	USDCAD 	0.78	0.872	Buy	Done
4009	0x15ea	EURJPY 	126.39	127.030	 Sell	New
4010	0x15ea	EURJPY 	126.39	127.030	 Sell	In_process
4011	0x15ea	EURJPY 	126.39	127.030	 Sell	Fill
4012	0x15ea	EURJPY 	126.39	127.030	 Sell	Done
4013	0x251	EURPLN 	4.5	4.482	 Sell	New
4014	0x251	EURPLN 	4.5	4.482	 Sell	In_process
4015	0x251	EURPLN 	4.5	4.482	 Sell	 Cansel
4016	0x251	EURPLN 	4.5	4.482	 Sell	Done
4017	0xd3f	USDCHF 	0.9	0.857	Buy	New
4018	0xd3f	USDCHF 	0.9	0.857	Buy	In_process
4019	0xd3f	USDCHF 	0.9	0.857	Buy	Fill
4020	0xd3f	USDCHF 	0.9	0.857	Buy	Done
4021	0x900	EURCHF 	1.08	1.143	 Sell	New
4022	0x900	EURCHF 	1.08	1.143	 Sell	In_process
4023	0x900	EURCHF 	1.08	1.143	 Sell	 Cansel
4024	0x900	EURCHF 	1.08	1.143	 Sell	Done
4025	0x9cb	EURCHF 	1.08	1.137	 Sell	New
4026	0x9cb	EURCHF 	1.08	1.137	 Sell	In_process
4027	0x9cb	EURCHF 	1.08	1.137	 Sell	Fill
4028	0x9cb	EURCHF 	1.08	1.137	 Sell	Done
4029	0x16a8	EURJPY 	126.39	127.040	 Sell	New
4030	0x16a8	EURJPY 	126.39	127.040	 Sell	In_process
4031	0x16a8	EURJPY 	126.39	127.040	 Sell	 Cansel
4032	0x16a8	EURJPY 	126.39	127.040	 Sell	Done
4033	0x9cc	USDCHF 	0.9	0.861	Buy	New
4034	0x9cc	USDCHF 	0.9	0.861	Buy	In_process
4035	0x9cc	USDCHF 	0.9	0.861	Buy	Fill
4036	0x9cc	USDCHF 	0.9	0.861	Buy	Done
4037	0x1712	EURUSD 	1.2	1.174	Buy	New
4038	0x1712	EURUSD 	1.2	1.174	Buy	In_process
4039	0x1712	EURUSD 	1.2	1.174	Buy	 PartialFill
4040	0x1712	EURUSD 	1.2	1.174	Buy	Done
4041	0x63a	USDCAD 	0.78	0.879	Buy	New
4042	0x63a	USDCAD 	0.78	0.879	Buy	In_process
4043	0x63a	USDCAD 	0.78	0.879	Buy	 Cansel
4044	0x63a	USDCAD 	0.78	0.879	Buy	Done
4045	0x93	EURPLN 	4.5	4.484	 Sell	New
4046	0x93	EURPLN 	4.5	4.484	 Sell	In_process
4047	0x93	EURPLN 	4.5	4.484	 Sell	 PartialFill
4048	0x93	EURPLN 	4.5	4.484	 Sell	Done
4049	0x126b	USDCHF 	0.9	0.863	Buy	New
4050	0x126b	USDCHF 	0.9	0.863	Buy	In_process
4051	0x126b	USDCHF 	0.9	0.863	Buy	 Cansel
4052	0x126b	USDCHF 	0.9	0.863	Buy	Done
4053	0xb6b	GBRJPY 	143.61	144.350	 Sell	New
4054	0xb6b	GBRJPY 	143.61	144.350	 Sell	In_process
4055	0xb6b	GBRJPY 	143.61	144.350	 Sell	 PartialFill
4056	0xb6b	GBRJPY 	143.61	144.350	 Sell	Done
4057	0x510	USDPLN 	3.7	3.699	 Sell	New
4058	0x510	USDPLN 	3.7	3.699	 Sell	In_process
4059	0x510	USDPLN 	3.7	3.699	 Sell	 Cansel
4060	0x510	USDPLN 	3.7	3.699	 Sell	Done
4061	0x1391	EURCHF 	1.08	1.144	 Sell	New
4062	0x1391	EURCHF 	1.08	1.144	 Sell	In_process
4063	0x1391	EURCHF 	1.08	1.144	 Sell	Fill
4064	0x1391	EURCHF 	1.08	1.144	 Sell	Done
4065	0xe80	USDCHF 	0.9	0.859	Buy	New
4066	0xe80	USDCHF 	0.9	0.859	Buy	In_process
4067	0xe80	USDCHF 	0.9	0.859	Buy	 Cansel
4068	0xe80	USDCHF 	0.9	0.859	Buy	Done
4069	0x1743	AUDUSD 	0.76	0.847	Buy	New
4070	0x1743	AUDUSD 	0.76	0.847	Buy	In_process
4071	0x1743	AUDUSD 	0.76	0.847	Buy	Fill
4072	0x1743	AUDUSD 	0.76	0.847	Buy	Done
4073	0x2c9	GBRJPY 	143.61	143.610	Buy	New
4074	0x2c9	GBRJPY 	143.61	143.610	Buy	In_process
4075	0x2c9	GBRJPY 	143.61	143.610	Buy	Fill
4076	0x2c9	GBRJPY 	143.61	143.610	Buy	Done
4077	0xf79	GBPUSD 	1.37	1.336	Buy	New
4078	0xf79	GBPUSD 	1.37	1.336	Buy	In_process
4079	0xf79	GBPUSD 	1.37	1.336	Buy	 PartialFill
4080	0xf79	GBPUSD 	1.37	1.336	Buy	Done
4081	0x7b6	EURPLN 	4.5	4.483	 Sell	New
4082	0x7b6	EURPLN 	4.5	4.483	 Sell	In_process
4083	0x7b6	EURPLN 	4.5	4.483	 Sell	Fill
4084	0x7b6	EURPLN 	4.5	4.483	 Sell	Done
4085	0xf89	GBPUSD 	1.37	1.334	Buy	New
4086	0xf89	GBPUSD 	1.37	1.334	Buy	In_process
4087	0xf89	GBPUSD 	1.37	1.334	Buy	 PartialFill
4088	0xf89	GBPUSD 	1.37	1.334	Buy	Done
4089	0xe56	AUDUSD 	0.76	0.849	Buy	New
4090	0xe56	AUDUSD 	0.76	0.849	Buy	In_process
4091	0xe56	AUDUSD 	0.76	0.849	Buy	 PartialFill
4092	0xe56	AUDUSD 	0.76	0.849	Buy	Done
4093	0x5df	GBPUSD 	1.37	1.341	Buy	New
4094	0x5df	GBPUSD 	1.37	1.341	Buy	In_process
4095	0x5df	GBPUSD 	1.37	1.341	Buy	Fill
4096	0x5df	GBPUSD 	1.37	1.341	Buy	Done
4097	0xa5b	EURJPY 	126.39	127.040	 Sell	New
4098	0xa5b	EURJPY 	126.39	127.040	 Sell	In_process
4099	0xa5b	EURJPY 	126.39	127.040	 Sell	 PartialFill
4100	0xa5b	EURJPY 	126.39	127.040	 Sell	Done
4101	0xb17	USDCAD 	0.78	0.878	Buy	New
4102	0xb17	USDCAD 	0.78	0.878	Buy	In_process
4103	0xb17	USDCAD 	0.78	0.878	Buy	 PartialFill
4104	0xb17	USDCAD 	0.78	0.878	Buy	Done
4105	0x11be	EURPLN 	4.5	4.483	 Sell	New
4106	0x11be	EURPLN 	4.5	4.483	 Sell	In_process
4107	0x11be	EURPLN 	4.5	4.483	 Sell	 Cansel
4108	0x11be	EURPLN 	4.5	4.483	 Sell	Done
4109	0xafa	EURUSD 	1.2	1.178	 Sell	New
4110	0xafa	EURUSD 	1.2	1.178	 Sell	In_process
4111	0xafa	EURUSD 	1.2	1.178	 Sell	 PartialFill
4112	0xafa	EURUSD 	1.2	1.178	 Sell	Done
4113	0x5bc	AUDUSD 	0.76	0.845	Buy	New
4114	0x5bc	AUDUSD 	0.76	0.845	Buy	In_process
4115	0x5bc	AUDUSD 	0.76	0.845	Buy	 PartialFill
4116	0x5bc	AUDUSD 	0.76	0.845	Buy	Done
4117	0x1398	EURJPY 	126.39	127.040	 Sell	New
4118	0x1398	EURJPY 	126.39	127.040	 Sell	In_process
4119	0x1398	EURJPY 	126.39	127.040	 Sell	 Cansel
4120	0x1398	EURJPY 	126.39	127.040	 Sell	Done
4121	0x1166	EURCHF 	1.08	1.141	 Sell	New
4122	0x1166	EURCHF 	1.08	1.141	 Sell	In_process
4123	0x1166	EURCHF 	1.08	1.141	 Sell	Fill
4124	0x1166	EURCHF 	1.08	1.141	 Sell	Done
4125	0x1600	EURJPY 	126.39	127.050	 Sell	New
4126	0x1600	EURJPY 	126.39	127.050	 Sell	In_process
4127	0x1600	EURJPY 	126.39	127.050	 Sell	Fill
4128	0x1600	EURJPY 	126.39	127.050	 Sell	Done
4129	0xb6d	USDCHF 	0.9	0.855	Buy	New
4130	0xb6d	USDCHF 	0.9	0.855	Buy	In_process
4131	0xb6d	USDCHF 	0.9	0.855	Buy	 PartialFill
4132	0xb6d	USDCHF 	0.9	0.855	Buy	Done
4133	0x5e4	AUDUSD 	0.76	0.760	Buy	New
4134	0x5e4	AUDUSD 	0.76	0.760	Buy	In_process
4135	0x5e4	AUDUSD 	0.76	0.760	Buy	 Cansel
4136	0x5e4	AUDUSD 	0.76	0.760	Buy	Done
4137	0xc6d	GBPUSD 	1.37	1.341	Buy	New
4138	0xc6d	GBPUSD 	1.37	1.341	Buy	In_process
4139	0xc6d	GBPUSD 	1.37	1.341	Buy	Fill
4140	0xc6d	GBPUSD 	1.37	1.341	Buy	Done
4141	0x10f8	USDCAD 	0.78	0.879	Buy	New
4142	0x10f8	USDCAD 	0.78	0.879	Buy	In_process
4143	0x10f8	USDCAD 	0.78	0.879	Buy	Fill
4144	0x10f8	USDCAD 	0.78	0.879	Buy	Done
4145	0x2f	EURUSD 	1.2	1.173	Buy	New
4146	0x2f	EURUSD 	1.2	1.173	Buy	In_process
4147	0x2f	EURUSD 	1.2	1.173	Buy	 Cansel
4148	0x2f	EURUSD 	1.2	1.173	Buy	Done
4149	0xbe	USDPLN 	3.7	3.696	 Sell	New
4150	0xbe	USDPLN 	3.7	3.696	 Sell	In_process
4151	0xbe	USDPLN 	3.7	3.696	 Sell	Fill
4152	0xbe	USDPLN 	3.7	3.696	 Sell	Done
4153	0xc7e	USDCHF 	0.9	0.861	Buy	New
4154	0xc7e	USDCHF 	0.9	0.861	Buy	In_process
4155	0xc7e	USDCHF 	0.9	0.861	Buy	 PartialFill
4156	0xc7e	USDCHF 	0.9	0.861	Buy	Done
4157	0x47	EURJPY 	126.39	127.100	 Sell	New
4158	0x47	EURJPY 	126.39	127.100	 Sell	In_process
4159	0x47	EURJPY 	126.39	127.100	 Sell	Fill
4160	0x47	EURJPY 	126.39	127.100	 Sell	Done
4161	0xaae	EURUSD 	1.2	1.176	 Sell	New
4162	0xaae	EURUSD 	1.2	1.176	 Sell	In_process
4163	0xaae	EURUSD 	1.2	1.176	 Sell	Fill
4164	0xaae	EURUSD 	1.2	1.176	 Sell	Done
4165	0x15ba	USDPLN 	3.7	3.698	 Sell	New
4166	0x15ba	USDPLN 	3.7	3.698	 Sell	In_process
4167	0x15ba	USDPLN 	3.7	3.698	 Sell	 Cansel
4168	0x15ba	USDPLN 	3.7	3.698	 Sell	Done
4169	0x62c	EURPLN 	4.5	4.482	 Sell	New
4170	0x62c	EURPLN 	4.5	4.482	 Sell	In_process
4171	0x62c	EURPLN 	4.5	4.482	 Sell	 Cansel
4172	0x62c	EURPLN 	4.5	4.482	 Sell	Done
4173	0x1282	EURUSD 	1.2	1.176	 Sell	New
4174	0x1282	EURUSD 	1.2	1.176	 Sell	In_process
4175	0x1282	EURUSD 	1.2	1.176	 Sell	 PartialFill
4176	0x1282	EURUSD 	1.2	1.176	 Sell	Done
4177	0x14f1	USDPLN 	3.7	3.696	 Sell	New
4178	0x14f1	USDPLN 	3.7	3.696	 Sell	In_process
4179	0x14f1	USDPLN 	3.7	3.696	 Sell	 PartialFill
4180	0x14f1	USDPLN 	3.7	3.696	 Sell	Done
4181	0x11de	GBRJPY 	143.61	144.350	 Sell	New
4182	0x11de	GBRJPY 	143.61	144.350	 Sell	In_process
4183	0x11de	GBRJPY 	143.61	144.350	 Sell	Fill
4184	0x11de	GBRJPY 	143.61	144.350	 Sell	Done
4185	0x7f	USDCAD 	0.78	0.878	Buy	New
4186	0x7f	USDCAD 	0.78	0.878	Buy	In_process
4187	0x7f	USDCAD 	0.78	0.878	Buy	Fill
4188	0x7f	USDCAD 	0.78	0.878	Buy	Done
4189	0xa23	AUDUSD 	0.76	0.843	Buy	New
4190	0xa23	AUDUSD 	0.76	0.843	Buy	In_process
4191	0xa23	AUDUSD 	0.76	0.843	Buy	 Cansel
4192	0xa23	AUDUSD 	0.76	0.843	Buy	Done
4193	0xba2	EURCHF 	1.08	1.143	 Sell	New
4194	0xba2	EURCHF 	1.08	1.143	 Sell	In_process
4195	0xba2	EURCHF 	1.08	1.143	 Sell	 PartialFill
4196	0xba2	EURCHF 	1.08	1.143	 Sell	Done
4197	0x41b	GBPUSD 	1.37	1.334	Buy	New
4198	0x41b	GBPUSD 	1.37	1.334	Buy	In_process
4199	0x41b	GBPUSD 	1.37	1.334	Buy	Fill
4200	0x41b	GBPUSD 	1.37	1.334	Buy	Done
4201	0xd0b	AUDUSD 	0.76	0.760	Buy	New
4202	0xd0b	AUDUSD 	0.76	0.760	Buy	In_process
4203	0xd0b	AUDUSD 	0.76	0.760	Buy	 Cansel
4204	0xd0b	AUDUSD 	0.76	0.760	Buy	Done
4205	0xb33	EURJPY 	126.39	127.100	 Sell	New
4206	0xb33	EURJPY 	126.39	127.100	 Sell	In_process
4207	0xb33	EURJPY 	126.39	127.100	 Sell	 PartialFill
4208	0xb33	EURJPY 	126.39	127.100	 Sell	Done
4209	0x59b	GBPUSD 	1.37	1.335	Buy	New
4210	0x59b	GBPUSD 	1.37	1.335	Buy	In_process
4211	0x59b	GBPUSD 	1.37	1.335	Buy	Fill
4212	0x59b	GBPUSD 	1.37	1.335	Buy	Done
4213	0x5ee	AUDUSD 	0.76	0.843	Buy	New
4214	0x5ee	AUDUSD 	0.76	0.843	Buy	In_process
4215	0x5ee	AUDUSD 	0.76	0.843	Buy	Fill
4216	0x5ee	AUDUSD 	0.76	0.843	Buy	Done
4217	0x1091	EURJPY 	126.39	126.390	 Sell	New
4218	0x1091	EURJPY 	126.39	126.390	 Sell	In_process
4219	0x1091	EURJPY 	126.39	126.390	 Sell	 PartialFill
4220	0x1091	EURJPY 	126.39	126.390	 Sell	Done
4221	0x4ff	GBPUSD 	1.37	1.339	Buy	New
4222	0x4ff	GBPUSD 	1.37	1.339	Buy	In_process
4223	0x4ff	GBPUSD 	1.37	1.339	Buy	Fill
4224	0x4ff	GBPUSD 	1.37	1.339	Buy	Done
4225	0xc87	GBPUSD 	1.37	1.335	Buy	New
4226	0xc87	GBPUSD 	1.37	1.335	Buy	In_process
4227	0xc87	GBPUSD 	1.37	1.335	Buy	Fill
4228	0xc87	GBPUSD 	1.37	1.335	Buy	Done
4229	0x401	EURJPY 	126.39	127.060	 Sell	New
4230	0x401	EURJPY 	126.39	127.060	 Sell	In_process
4231	0x401	EURJPY 	126.39	127.060	 Sell	Fill
4232	0x401	EURJPY 	126.39	127.060	 Sell	Done
4233	0x247	USDCAD 	0.78	0.878	Buy	New
4234	0x247	USDCAD 	0.78	0.878	Buy	In_process
4235	0x247	USDCAD 	0.78	0.878	Buy	 Cansel
4236	0x247	USDCAD 	0.78	0.878	Buy	Done
4237	0x91b	EURPLN 	4.5	4.487	 Sell	New
4238	0x91b	EURPLN 	4.5	4.487	 Sell	In_process
4239	0x91b	EURPLN 	4.5	4.487	 Sell	Fill
4240	0x91b	EURPLN 	4.5	4.487	 Sell	Done
4241	0x14f9	USDJPY 	105.02	105.020	Buy	New
4242	0x14f9	USDJPY 	105.02	105.020	Buy	In_process
4243	0x14f9	USDJPY 	105.02	105.020	Buy	 PartialFill
4244	0x14f9	USDJPY 	105.02	105.020	Buy	Done
4245	0x152e	AUDUSD 	0.76	0.847	Buy	New
4246	0x152e	AUDUSD 	0.76	0.847	Buy	In_process
4247	0x152e	AUDUSD 	0.76	0.847	Buy	 Cansel
4248	0x152e	AUDUSD 	0.76	0.847	Buy	Done
4249	0x1365	GBRJPY 	143.61	144.400	Buy	New
4250	0x1365	GBRJPY 	143.61	144.400	Buy	In_process
4251	0x1365	GBRJPY 	143.61	144.400	Buy	 Cansel
4252	0x1365	GBRJPY 	143.61	144.400	Buy	Done
4253	0x1403	USDCAD 	0.78	0.875	Buy	New
4254	0x1403	USDCAD 	0.78	0.875	Buy	In_process
4255	0x1403	USDCAD 	0.78	0.875	Buy	 Cansel
4256	0x1403	USDCAD 	0.78	0.875	Buy	Done
4257	0xe3e	USDCAD 	0.78	0.878	Buy	New
4258	0xe3e	USDCAD 	0.78	0.878	Buy	In_process
4259	0xe3e	USDCAD 	0.78	0.878	Buy	Fill
4260	0xe3e	USDCAD 	0.78	0.878	Buy	Done
4261	0x13aa	EURPLN 	4.5	4.486	 Sell	New
4262	0x13aa	EURPLN 	4.5	4.486	 Sell	In_process
4263	0x13aa	EURPLN 	4.5	4.486	 Sell	Fill
4264	0x13aa	EURPLN 	4.5	4.486	 Sell	Done
4265	0x11f	EURPLN 	4.5	4.485	 Sell	New
4266	0x11f	EURPLN 	4.5	4.485	 Sell	In_process
4267	0x11f	EURPLN 	4.5	4.485	 Sell	 PartialFill
4268	0x11f	EURPLN 	4.5	4.485	 Sell	Done
4269	0x532	USDPLN 	3.7	3.696	 Sell	New
4270	0x532	USDPLN 	3.7	3.696	 Sell	In_process
4271	0x532	USDPLN 	3.7	3.696	 Sell	Fill
4272	0x532	USDPLN 	3.7	3.696	 Sell	Done
4273	0x9ea	GBPUSD 	1.37	1.337	Buy	New
4274	0x9ea	GBPUSD 	1.37	1.337	Buy	In_process
4275	0x9ea	GBPUSD 	1.37	1.337	Buy	 Cansel
4276	0x9ea	GBPUSD 	1.37	1.337	Buy	Done
4277	0xbc3	EURPLN 	4.5	4.482	 Sell	New
4278	0xbc3	EURPLN 	4.5	4.482	 Sell	In_process
4279	0xbc3	EURPLN 	4.5	4.482	 Sell	 PartialFill
4280	0xbc3	EURPLN 	4.5	4.482	 Sell	Done
4281	0x11c5	EURPLN 	4.5	4.489	 Sell	New
4282	0x11c5	EURPLN 	4.5	4.489	 Sell	In_process
4283	0x11c5	EURPLN 	4.5	4.489	 Sell	 Cansel
4284	0x11c5	EURPLN 	4.5	4.489	 Sell	Done
4285	0xde0	GBRJPY 	143.61	144.360	 Sell	New
4286	0xde0	GBRJPY 	143.61	144.360	 Sell	In_process
4287	0xde0	GBRJPY 	143.61	144.360	 Sell	 PartialFill
4288	0xde0	GBRJPY 	143.61	144.360	 Sell	Done
4289	0x479	USDJPY 	105.02	105.550	 Sell	New
4290	0x479	USDJPY 	105.02	105.550	 Sell	In_process
4291	0x479	USDJPY 	105.02	105.550	 Sell	Fill
4292	0x479	USDJPY 	105.02	105.550	 Sell	Done
4293	0x481	EURCHF 	1.08	1.138	 Sell	New
4294	0x481	EURCHF 	1.08	1.138	 Sell	In_process
4295	0x481	EURCHF 	1.08	1.138	 Sell	Fill
4296	0x481	EURCHF 	1.08	1.138	 Sell	Done
4297	0x7d1	USDCHF 	0.9	0.855	Buy	New
4298	0x7d1	USDCHF 	0.9	0.855	Buy	In_process
4299	0x7d1	USDCHF 	0.9	0.855	Buy	 Cansel
4300	0x7d1	USDCHF 	0.9	0.855	Buy	Done
4301	0x2fc	GBRJPY 	143.61	144.370	Buy	New
4302	0x2fc	GBRJPY 	143.61	144.370	Buy	In_process
4303	0x2fc	GBRJPY 	143.61	144.370	Buy	 Cansel
4304	0x2fc	GBRJPY 	143.61	144.370	Buy	Done
4305	0xcdc	USDCHF 	0.9	0.855	Buy	New
4306	0xcdc	USDCHF 	0.9	0.855	Buy	In_process
4307	0xcdc	USDCHF 	0.9	0.855	Buy	 PartialFill
4308	0xcdc	USDCHF 	0.9	0.855	Buy	Done
4309	0xf78	USDJPY 	105.02	105.530	 Sell	New
4310	0xf78	USDJPY 	105.02	105.530	 Sell	In_process
4311	0xf78	USDJPY 	105.02	105.530	 Sell	 PartialFill
4312	0xf78	USDJPY 	105.02	105.530	 Sell	Done
4313	0x74c	USDPLN 	3.7	3.694	 Sell	New
4314	0x74c	USDPLN 	3.7	3.694	 Sell	In_process
4315	0x74c	USDPLN 	3.7	3.694	 Sell	Fill
4316	0x74c	USDPLN 	3.7	3.694	 Sell	Done
4317	0x131b	EURCHF 	1.08	1.141	 Sell	New
4318	0x131b	EURCHF 	1.08	1.141	 Sell	In_process
4319	0x131b	EURCHF 	1.08	1.141	 Sell	 PartialFill
4320	0x131b	EURCHF 	1.08	1.141	 Sell	Done
4321	0xd1a	GBRJPY 	143.61	144.400	Buy	New
4322	0xd1a	GBRJPY 	143.61	144.400	Buy	In_process
4323	0xd1a	GBRJPY 	143.61	144.400	Buy	 PartialFill
4324	0xd1a	GBRJPY 	143.61	144.400	Buy	Done
4325	0x1169	EURUSD 	1.2	1.173	Buy	New
4326	0x1169	EURUSD 	1.2	1.173	Buy	In_process
4327	0x1169	EURUSD 	1.2	1.173	Buy	Fill
4328	0x1169	EURUSD 	1.2	1.173	Buy	Done
4329	0x173e	EURCHF 	1.08	1.138	 Sell	New
4330	0x173e	EURCHF 	1.08	1.138	 Sell	In_process
4331	0x173e	EURCHF 	1.08	1.138	 Sell	 PartialFill
4332	0x173e	EURCHF 	1.08	1.138	 Sell	Done
4333	0xb7	USDCHF 	0.9	0.857	Buy	New
4334	0xb7	USDCHF 	0.9	0.857	Buy	In_process
4335	0xb7	USDCHF 	0.9	0.857	Buy	 Cansel
4336	0xb7	USDCHF 	0.9	0.857	Buy	Done
4337	0x998	EURUSD 	1.2	1.177	 Sell	New
4338	0x998	EURUSD 	1.2	1.177	 Sell	In_process
4339	0x998	EURUSD 	1.2	1.177	 Sell	 PartialFill
4340	0x998	EURUSD 	1.2	1.177	 Sell	Done
4341	0x18a	USDCHF 	0.9	0.855	Buy	New
4342	0x18a	USDCHF 	0.9	0.855	Buy	In_process
4343	0x18a	USDCHF 	0.9	0.855	Buy	 PartialFill
4344	0x18a	USDCHF 	0.9	0.855	Buy	Done
4345	0x20a	USDCAD 	0.78	0.872	Buy	New
4346	0x20a	USDCAD 	0.78	0.872	Buy	In_process
4347	0x20a	USDCAD 	0.78	0.872	Buy	 Cansel
4348	0x20a	USDCAD 	0.78	0.872	Buy	Done
4349	0x794	USDPLN 	3.7	3.700	 Sell	New
4350	0x794	USDPLN 	3.7	3.700	 Sell	In_process
4351	0x794	USDPLN 	3.7	3.700	 Sell	Fill
4352	0x794	USDPLN 	3.7	3.700	 Sell	Done
4353	0x175	USDJPY 	105.02	105.550	 Sell	New
4354	0x175	USDJPY 	105.02	105.550	 Sell	In_process
4355	0x175	USDJPY 	105.02	105.550	 Sell	Fill
4356	0x175	USDJPY 	105.02	105.550	 Sell	Done
4357	0x1113	EURUSD 	1.2	1.172	Buy	New
4358	0x1113	EURUSD 	1.2	1.172	Buy	In_process
4359	0x1113	EURUSD 	1.2	1.172	Buy	 Cansel
4360	0x1113	EURUSD 	1.2	1.172	Buy	Done
4361	0xb5d	EURCHF 	1.08	1.144	 Sell	New
4362	0xb5d	EURCHF 	1.08	1.144	 Sell	In_process
4363	0xb5d	EURCHF 	1.08	1.144	 Sell	 PartialFill
4364	0xb5d	EURCHF 	1.08	1.144	 Sell	Done
4365	0x16ff	USDCAD 	0.78	0.780	Buy	New
4366	0x16ff	USDCAD 	0.78	0.780	Buy	In_process
4367	0x16ff	USDCAD 	0.78	0.780	Buy	Fill
4368	0x16ff	USDCAD 	0.78	0.780	Buy	Done
4369	0x1617	EURJPY 	126.39	127.060	 Sell	New
4370	0x1617	EURJPY 	126.39	127.060	 Sell	In_process
4371	0x1617	EURJPY 	126.39	127.060	 Sell	 Cansel
4372	0x1617	EURJPY 	126.39	127.060	 Sell	Done
4373	0x14f3	EURUSD 	1.2	1.172	Buy	New
4374	0x14f3	EURUSD 	1.2	1.172	Buy	In_process
4375	0x14f3	EURUSD 	1.2	1.172	Buy	 PartialFill
4376	0x14f3	EURUSD 	1.2	1.172	Buy	Done
4377	0x12b2	USDCHF 	0.9	0.857	Buy	New
4378	0x12b2	USDCHF 	0.9	0.857	Buy	In_process
4379	0x12b2	USDCHF 	0.9	0.857	Buy	 Cansel
4380	0x12b2	USDCHF 	0.9	0.857	Buy	Done
4381	0x1116	GBPUSD 	1.37	1.338	Buy	New
4382	0x1116	GBPUSD 	1.37	1.338	Buy	In_process
4383	0x1116	GBPUSD 	1.37	1.338	Buy	Fill
4384	0x1116	GBPUSD 	1.37	1.338	Buy	Done
4385	0xc9b	USDCHF 	0.9	0.855	Buy	New
4386	0xc9b	USDCHF 	0.9	0.855	Buy	In_process
4387	0xc9b	USDCHF 	0.9	0.855	Buy	Fill
4388	0xc9b	USDCHF 	0.9	0.855	Buy	Done
4389	0xc49	USDCHF 	0.9	0.857	Buy	New
4390	0xc49	USDCHF 	0.9	0.857	Buy	In_process
4391	0xc49	USDCHF 	0.9	0.857	Buy	 Cansel
4392	0xc49	USDCHF 	0.9	0.857	Buy	Done
4393	0x210	USDPLN 	3.7	3.691	 Sell	New
4394	0x210	USDPLN 	3.7	3.691	 Sell	In_process
4395	0x210	USDPLN 	3.7	3.691	 Sell	Fill
